batch_id,product_name,batch_start_time,labeled_family,labeled_color,batch_size_kg,processing_time_min,flush_needed,flush_time_min,total_time_min
WGC_00634,SikaRep-221,2024-02-15 12:57:00,fine_dark,concrete,1200,44.5,True,24.2,68.7
WGC_01024,SikaTop-162,2024-02-15 14:37:00,coarse_white,dark,1650,44.5,False,0.0,44.5
WGC_01335,SikaTop-151,2024-02-15 15:14:00,fine_dark,dark_fine,1334,56.3,True,21.6,77.9
WGC_00587,SikaRep-221,2024-02-15 15:31:00,fine_dark,light_coarse,1470,48.7,False,0.0,48.7
WGC_01343,SikaTop-132,2024-02-15 16:31:00,coarse_grey,natural,1949,63.8,True,13.2,77.0
WGC_00335,SikaTop-151,2024-02-15 18:27:00,fine_dark,black_fine,1305,50.5,True,27.6,78.1
WGC_00525,SikaTop-132,2024-02-15 20:39:00,coarse_grey,concrete,1571,48.4,True,11.4,59.9
WGC_01461,SikaGrout-212,2024-02-15 21:37:00,coarse_grey,white,1871,55.6,False,0.0,55.6
WGC_01561,SikaTop-141,2024-02-15 22:04:00,dark,black,1695,56.0,True,11.3,67.3
WGC_01498,SikaTop-121,2024-02-15 22:54:00,fine_white,cream,1518,52.1,True,16.8,69.0
WGC_01347,SikaTop-121,2024-02-16 06:13:00,fine_white,coarse_light,1764,47.3,True,21.3,68.6
WGC_00463,SikaGrout-214,2024-02-16 06:27:00,coarse_white,grey,1039,46.7,True,17.8,64.5
WGC_01224,SikaGrout-212,2024-02-16 07:51:00,fine_white,light,1003,42.4,True,25.4,67.8
WGC_00217,SikaGrout-212,2024-02-16 08:33:00,fine_white,white,1815,48.9,True,20.1,69.0
WGC_01997,SikaTop-122,2024-02-16 08:38:00,fine_white,light,1593,54.2,False,0.0,54.2
WGC_00145,SikaTop-152,2024-02-16 08:50:00,fine_dark,dark_fine,1272,48.5,True,29.5,78.0
WGC_00337,SikaRep-221,2024-02-16 09:05:00,dark,dark,1293,50.4,True,26.4,76.8
WGC_01352,SikaTop-121,2024-02-16 10:05:00,fine_white,fine_black,1519,48.4,True,28.8,77.2
WGC_00643,SikaTop-162,2024-02-16 11:31:00,coarse_white,white,1347,52.4,True,22.9,75.2
WGC_00286,SikaTop-142,2024-02-16 13:03:00,dark,black,1490,58.7,True,23.8,82.5
WGC_00013,SikaTop-162,2024-02-16 13:08:00,coarse_white,light,2333,64.3,True,13.7,78.0
WGC_00388,SikaGrout-212,2024-02-16 14:05:00,fine_white,light,1220,51.0,True,29.9,80.9
WGC_01303,SikaTop-122,2024-02-16 14:22:00,fine_white,white,1112,43.5,True,18.9,62.3
WGC_00400,SikaGrout-315,2024-02-16 16:08:00,coarse_white,light_coarse,1597,49.5,True,19.8,69.4
WGC_00585,SikaRep-315,2024-02-16 16:27:00,coarse_white,coarse_light,1319,50.5,True,22.2,72.7
WGC_01653,SikaTop-142,2024-02-16 17:49:00,dark,black,889,44.1,False,0.0,44.1
WGC_01369,SikaColor-201,2024-02-16 19:02:00,dark,anthracite,1601,49.9,True,15.1,65.0
WGC_01289,SikaColor-201,2024-02-16 19:57:00,dark,dark,1537,46.4,True,28.2,74.6
WGC_01464,SikaRep-221,2024-02-16 20:00:00,fine_dark,dark,1794,46.1,True,22.0,68.1
WGC_00914,SikaRep-315,2024-02-16 21:36:00,coarse_white,light_coarse,1431,49.1,True,21.7,70.8
WGC_01637,SikaTop-132,2024-02-16 22:12:00,dark,concrete,1588,50.5,False,0.0,50.5
WGC_00314,SikaColor-201,2024-02-16 22:56:00,dark,black_fine,1850,61.6,True,20.3,81.9
WGC_01898,SikaTop-141,2024-02-17 06:27:00,dark,dark,2404,62.2,False,0.0,62.2
WGC_00611,SikaTop-162,2024-02-17 07:44:00,coarse_white,light_coarse,1765,52.3,True,20.8,73.0
WGC_00886,SikaTop-152,2024-02-17 08:12:00,fine_dark,dark_fine,1201,45.6,True,27.3,72.9
WGC_00540,SikaRep-315,2024-02-17 09:02:00,coarse_white,light_coarse,1450,50.9,True,25.1,76.0
WGC_01452,SikaRep-221,2024-02-17 09:03:00,fine_dark,black_fine,1434,45.6,True,18.3,63.9
WGC_00718,SikaRep-212,2024-02-17 10:48:00,coarse_grey,light,1038,37.9,True,16.8,54.8
WGC_01001,SikaTop-152,2024-02-17 10:57:00,fine_dark,dark,1778,47.3,False,0.0,47.3
WGC_01861,SikaRep-212,2024-02-17 11:57:00,coarse_grey,gray,1329,47.7,True,19.9,67.6
WGC_01579,SikaTop-151,2024-02-17 12:18:00,fine_dark,black_fine,1482,55.5,True,11.4,66.8
WGC_01178,SikaGrout-214,2024-02-17 13:12:00,fine_dark,white,1522,48.5,True,23.2,71.7
WGC_01683,SikaRep-315,2024-02-17 14:27:00,coarse_white,white_coarse,1230,41.6,True,12.5,54.1
WGC_01787,SikaTop-152,2024-02-17 14:39:00,fine_dark,dark,1067,43.3,True,10.4,53.6
WGC_00893,SikaTop-132,2024-02-17 15:49:00,coarse_grey,black,1043,51.0,True,24.7,75.7
WGC_00315,SikaTop-141,2024-02-17 16:26:00,coarse_grey,dark,1309,45.4,False,0.0,45.4
WGC_01877,SikaTop-151,2024-02-17 18:02:00,fine_dark,dark,1791,55.3,True,14.3,69.6
WGC_00325,SikaTop-151,2024-02-17 18:29:00,fine_dark,fine_black,975,38.5,True,15.2,53.7
WGC_01993,SikaTop-152,2024-02-18 06:02:00,fine_dark,black_fine,1554,54.7,True,11.7,66.4
WGC_01869,SikaRep-221,2024-02-18 08:31:00,fine_white,black_fine,1748,53.3,True,21.1,74.4
WGC_00297,SikaRep-221,2024-02-18 08:43:00,fine_dark,fine_black,1839,53.0,True,26.9,79.9
WGC_01401,SikaTop-152,2024-02-18 09:12:00,fine_dark,dark,1883,53.1,False,0.0,53.1
WGC_00004,SikaTop-121,2024-02-18 09:22:00,fine_white,white,1573,41.2,True,18.6,59.8
WGC_00516,SikaRep-221,2024-02-18 09:35:00,fine_dark,fine_black,1448,58.0,True,17.5,75.6
WGC_00393,SikaTop-141,2024-02-18 10:41:00,dark,white_coarse,1355,56.4,True,16.9,73.3
WGC_01536,SikaGrout-214,2024-02-18 11:42:00,coarse_grey,black,1759,45.5,True,19.1,64.6
WGC_00598,SikaTop-162,2024-02-18 13:33:00,coarse_white,white,1280,43.7,True,27.0,70.8
WGC_01273,SikaGrout-214,2024-02-18 14:03:00,coarse_grey,concrete,1704,51.4,False,0.0,51.4
WGC_00007,SikaGrout-214,2024-02-18 14:29:00,coarse_grey,concrete,1311,51.1,True,20.3,71.4
WGC_00652,SikaTop-151,2024-02-18 15:29:00,fine_dark,gray,1433,51.4,True,27.2,78.6
WGC_01924,SikaTop-142,2024-02-18 16:23:00,dark,anthracite,1434,50.8,True,27.5,78.2
WGC_01115,SikaTop-121,2024-02-18 16:56:00,fine_white,grey,1526,35.3,False,0.0,35.3
WGC_00438,SikaGrout-315,2024-02-18 17:30:00,coarse_white,white,750,54.0,True,10.5,64.5
WGC_00803,SikaTop-142,2024-02-18 18:24:00,dark,black,1531,58.1,False,0.0,58.1
WGC_00327,SikaTop-122,2024-02-18 18:35:00,fine_white,light,1708,46.8,True,11.5,58.3
WGC_00175,SikaGrout-315,2024-02-18 19:29:00,coarse_white,white,2089,56.1,False,0.0,56.1
WGC_00124,SikaRep-315,2024-02-18 20:59:00,coarse_white,natural,1847,57.4,True,25.8,83.3
WGC_01729,SikaTop-162,2024-02-18 21:41:00,coarse_white,coarse_light,1434,53.2,True,22.6,75.8
WGC_00508,SikaRep-221,2024-02-19 06:02:00,fine_dark,dark_fine,1149,37.5,True,26.6,64.0
WGC_00785,SikaTop-121,2024-02-19 07:05:00,fine_white,light_coarse,1871,52.1,False,0.0,52.1
WGC_00392,SikaTop-121,2024-02-19 08:46:00,fine_white,anthracite,1620,54.4,False,0.0,54.4
WGC_01085,SikaTop-122,2024-02-19 09:20:00,dark,white,1309,50.4,True,19.2,69.5
WGC_01670,SikaGrout-214,2024-02-19 10:20:00,coarse_grey,charcoal,1752,45.7,True,16.8,62.6
WGC_00437,SikaTop-122,2024-02-19 10:26:00,fine_white,light,825,39.8,True,27.3,67.1
WGC_01654,SikaGrout-212,2024-02-19 10:34:00,fine_white,cream,1425,40.9,True,12.7,53.6
WGC_00773,SikaRep-315,2024-02-19 11:38:00,dark,white,1418,45.3,True,15.4,60.7
WGC_01859,SikaTop-122,2024-02-19 15:01:00,fine_white,off-white,1292,49.2,True,29.0,78.1
WGC_01429,SikaGrout-315,2024-02-19 15:38:00,coarse_white,white,2071,52.7,True,20.2,72.9
WGC_01226,SikaGrout-212,2024-02-19 15:38:00,fine_white,white_coarse,1911,57.6,True,14.4,72.0
WGC_01574,SikaColor-201,2024-02-19 16:48:00,dark,concrete,1483,51.5,True,20.0,71.6
WGC_01514,SikaColor-201,2024-02-19 17:04:00,dark,black,1670,46.5,False,0.0,46.5
WGC_00881,SikaTop-121,2024-02-19 17:29:00,fine_white,light,1482,52.1,False,0.0,52.1
WGC_00367,SikaRep-212,2024-02-19 19:38:00,fine_dark,natural,1366,39.2,True,10.2,49.4
WGC_00555,SikaTop-122,2024-02-19 19:50:00,fine_white,white,1583,58.1,True,10.1,68.2
WGC_00456,SikaTop-121,2024-02-19 20:46:00,fine_white,fine_black,1417,52.9,True,14.7,67.7
WGC_01756,SikaGrout-212,2024-02-19 21:15:00,fine_white,cream,1237,53.1,False,0.0,53.1
WGC_00477,SikaRep-221,2024-02-19 21:36:00,fine_dark,dark,1279,54.0,True,23.3,77.3
WGC_00743,SikaRep-315,2024-02-20 07:35:00,coarse_white,white_coarse,1268,49.7,False,0.0,49.7
WGC_01542,SikaTop-142,2024-02-20 07:39:00,dark,charcoal,1469,51.7,True,22.1,73.7
WGC_01491,SikaTop-162,2024-02-20 07:59:00,fine_dark,coarse_light,1803,48.8,True,19.7,68.5
WGC_01243,SikaColor-201,2024-02-20 08:33:00,dark,black,1569,53.9,True,12.1,66.0
WGC_01156,SikaTop-151,2024-02-20 08:34:00,fine_dark,dark,1628,57.3,True,17.5,74.7
WGC_01104,SikaRep-212,2024-02-20 09:55:00,coarse_grey,gray,1529,56.8,True,25.5,82.3
WGC_00038,SikaTop-132,2024-02-20 10:42:00,coarse_grey,grey,1397,45.0,True,28.9,73.8
WGC_00640,SikaTop-162,2024-02-20 11:29:00,coarse_white,light_coarse,1146,52.4,False,0.0,52.4
WGC_01110,SikaTop-141,2024-02-20 12:21:00,coarse_white,black,1797,58.2,True,22.5,80.6
WGC_00384,SikaGrout-212,2024-02-20 12:27:00,fine_white,off-white,1389,49.9,True,11.2,61.1
WGC_01669,SikaRep-315,2024-02-20 12:58:00,coarse_white,light_coarse,1313,49.8,True,24.7,74.5
WGC_01936,SikaGrout-214,2024-02-20 15:38:00,coarse_grey,gray,1495,52.5,True,11.3,63.7
WGC_00232,SikaTop-162,2024-02-20 16:41:00,coarse_white,white_coarse,1533,54.0,False,0.0,54.0
WGC_00344,SikaTop-141,2024-02-20 16:53:00,dark,charcoal,1682,52.8,False,0.0,52.8
WGC_00355,SikaRep-221,2024-02-20 20:49:00,fine_dark,fine_black,1132,54.6,True,15.5,70.1
WGC_00434,SikaTop-152,2024-02-20 21:01:00,fine_dark,dark,1203,36.3,True,14.8,51.0
WGC_00239,SikaTop-122,2024-02-20 21:33:00,fine_white,white,1821,50.3,False,0.0,50.3
WGC_01676,SikaGrout-214,2024-02-20 22:53:00,fine_white,grey,1825,51.0,False,0.0,51.0
WGC_01254,SikaGrout-315,2024-02-21 06:25:00,coarse_white,light_coarse,1154,52.2,True,12.7,64.9
WGC_01300,SikaTop-121,2024-02-21 07:17:00,fine_white,cream,1298,46.0,True,18.8,64.8
WGC_00174,SikaRep-315,2024-02-21 08:09:00,coarse_white,white_coarse,1070,44.7,True,17.3,62.0
WGC_01225,SikaTop-162,2024-02-21 08:22:00,coarse_white,light_coarse,1719,47.0,True,14.7,61.7
WGC_01901,SikaTop-142,2024-02-21 10:46:00,dark,black,1303,47.8,True,10.8,58.5
WGC_01128,SikaTop-151,2024-02-21 11:52:00,fine_dark,dark_fine,1756,58.8,True,28.6,87.4
WGC_01835,SikaRep-315,2024-02-21 14:09:00,coarse_white,light_coarse,1704,51.0,False,0.0,51.0
WGC_01315,SikaTop-162,2024-02-21 14:13:00,coarse_white,concrete,787,41.2,True,26.8,68.0
WGC_00964,SikaTop-132,2024-02-21 14:39:00,coarse_grey,gray,1665,62.7,True,12.3,75.1
WGC_01182,SikaGrout-214,2024-02-21 16:00:00,coarse_grey,grey,1402,47.3,True,18.4,65.7
WGC_00028,SikaTop-121,2024-02-21 16:51:00,fine_white,light,1771,52.8,False,0.0,52.8
WGC_00619,SikaRep-212,2024-02-21 16:51:00,coarse_grey,grey,1420,51.6,False,0.0,51.6
WGC_00713,SikaTop-141,2024-02-21 22:27:00,dark,grey,1358,48.5,True,20.1,68.6
WGC_00116,SikaTop-162,2024-02-22 07:12:00,coarse_white,light_coarse,964,38.5,True,25.5,64.1
WGC_01904,SikaTop-142,2024-02-22 07:12:00,dark,black,1448,42.7,False,0.0,42.7
WGC_00983,SikaTop-142,2024-02-22 07:17:00,dark,anthracite,1319,37.2,False,0.0,37.2
WGC_00536,SikaTop-122,2024-02-22 07:35:00,fine_white,off-white,1187,37.0,True,18.8,55.8
WGC_01545,SikaGrout-315,2024-02-22 07:37:00,coarse_white,white,1350,55.6,True,27.6,83.2
WGC_00774,SikaTop-122,2024-02-22 08:31:00,fine_white,off-white,1357,52.9,True,25.8,78.7
WGC_00650,SikaTop-141,2024-02-22 09:22:00,dark,black,1542,55.9,True,17.6,73.5
WGC_01850,SikaRep-315,2024-02-22 10:49:00,coarse_white,white,1544,47.8,True,11.1,58.9
WGC_00296,SikaTop-122,2024-02-22 11:49:00,fine_dark,cream,1176,52.0,True,28.5,80.5
WGC_01693,SikaTop-141,2024-02-22 12:01:00,dark,charcoal,1644,58.9,False,0.0,58.9
WGC_00865,SikaRep-212,2024-02-22 12:24:00,coarse_grey,white,1321,55.3,True,21.8,77.1
WGC_01593,SikaTop-152,2024-02-22 13:01:00,fine_dark,black_fine,784,40.4,True,27.7,68.1
WGC_01596,SikaColor-201,2024-02-22 13:36:00,dark,dark,1006,48.1,True,15.6,63.7
WGC_01608,SikaTop-121,2024-02-22 14:30:00,fine_white,light,1886,50.8,True,13.4,64.2
WGC_00734,SikaColor-201,2024-02-22 15:28:00,dark,charcoal,1838,53.1,False,0.0,53.1
WGC_01720,SikaTop-132,2024-02-22 16:09:00,coarse_grey,gray,1375,50.5,True,12.6,63.1
WGC_00071,SikaTop-122,2024-02-22 16:34:00,fine_white,fine_black,1504,57.3,True,21.5,78.8
WGC_00984,SikaTop-152,2024-02-22 16:45:00,fine_dark,dark_fine,1769,59.1,True,24.2,83.2
WGC_00275,SikaTop-121,2024-02-22 16:45:00,fine_white,light,1986,62.7,True,23.3,86.0
WGC_00632,SikaTop-132,2024-02-22 17:33:00,coarse_grey,concrete,1450,56.0,True,17.2,73.2
WGC_00340,SikaTop-122,2024-02-22 18:49:00,coarse_white,light,1507,50.5,False,0.0,50.5
WGC_00716,SikaGrout-212,2024-02-22 19:23:00,fine_white,white,959,42.8,True,28.0,70.8
WGC_01763,SikaGrout-212,2024-02-22 19:25:00,fine_white,white,1234,51.2,True,26.3,77.5
WGC_01089,SikaTop-142,2024-02-22 20:05:00,dark,black,1479,54.2,True,19.3,73.6
WGC_00105,SikaGrout-214,2024-02-22 20:44:00,coarse_grey,gray,1206,49.4,False,0.0,49.4
WGC_00031,SikaGrout-214,2024-02-22 21:30:00,coarse_grey,grey,1650,57.3,True,27.4,84.7
WGC_00490,SikaTop-142,2024-02-22 22:01:00,dark,dark,1671,54.7,True,16.1,70.8
WGC_01365,SikaTop-122,2024-02-22 22:06:00,fine_white,white,1821,56.2,True,28.7,84.9
WGC_00580,SikaTop-141,2024-02-22 22:09:00,dark,charcoal,1360,40.6,True,27.5,68.1
WGC_01701,SikaTop-162,2024-02-23 06:48:00,coarse_white,light_coarse,1755,54.6,True,29.3,83.9
WGC_00210,SikaTop-141,2024-02-23 07:25:00,dark,dark,1526,49.5,True,21.5,71.0
WGC_01072,SikaRep-212,2024-02-23 07:59:00,coarse_grey,gray,1395,62.4,True,22.9,85.3
WGC_00166,SikaRep-221,2024-02-23 09:20:00,fine_dark,dark,1794,54.6,True,29.0,83.6
WGC_00517,SikaTop-122,2024-02-23 09:42:00,fine_white,light,1238,36.0,True,25.7,61.7
WGC_01919,SikaRep-315,2024-02-23 11:23:00,coarse_white,dark,1238,52.2,True,21.3,73.5
WGC_01785,SikaTop-142,2024-02-23 11:26:00,dark,black,1941,50.9,True,23.7,74.6
WGC_00869,SikaRep-221,2024-02-23 11:48:00,fine_dark,fine_black,1023,49.2,True,24.3,73.5
WGC_01052,SikaRep-212,2024-02-23 13:08:00,coarse_grey,natural,989,42.6,True,26.0,68.5
WGC_00546,SikaTop-162,2024-02-23 13:17:00,coarse_white,white,1648,55.1,False,0.0,55.1
WGC_01588,SikaGrout-214,2024-02-23 14:39:00,coarse_grey,concrete,2044,53.7,True,29.7,83.4
WGC_01126,SikaTop-162,2024-02-23 16:10:00,fine_white,white_coarse,1137,45.2,True,12.3,57.5
WGC_00765,SikaRep-212,2024-02-23 19:02:00,coarse_grey,gray,1742,47.6,True,26.5,74.0
WGC_01154,SikaTop-141,2024-02-23 19:43:00,dark,charcoal,1714,41.9,False,0.0,41.9
WGC_00421,SikaGrout-315,2024-02-23 21:03:00,coarse_white,dark,1761,55.1,True,28.9,84.0
WGC_01037,SikaTop-142,2024-02-23 21:07:00,dark,charcoal,1572,45.0,True,15.5,60.5
WGC_01161,SikaRep-212,2024-02-23 21:47:00,coarse_grey,concrete,1140,44.9,True,27.6,72.5
WGC_01180,SikaGrout-214,2024-02-23 22:06:00,coarse_grey,gray,1633,45.6,True,14.5,60.0
WGC_01346,SikaRep-315,2024-02-23 22:36:00,coarse_white,coarse_light,1861,50.5,True,21.3,71.8
WGC_00808,SikaGrout-214,2024-02-24 06:36:00,coarse_grey,concrete,1469,41.5,True,24.9,66.4
WGC_00216,SikaTop-132,2024-02-24 06:39:00,coarse_grey,gray,889,38.8,True,19.3,58.1
WGC_01020,SikaTop-152,2024-02-24 08:02:00,fine_dark,fine_black,1821,63.3,False,0.0,63.3
WGC_00162,SikaRep-221,2024-02-24 09:31:00,fine_dark,dark_fine,1370,47.0,True,10.3,57.3
WGC_01406,SikaGrout-212,2024-02-24 10:40:00,fine_white,cream,1522,51.2,True,22.6,73.8
WGC_00076,SikaGrout-212,2024-02-24 10:55:00,fine_white,dark_fine,1222,44.7,True,21.1,65.8
WGC_01247,SikaTop-132,2024-02-24 11:59:00,dark,gray,1524,53.0,False,0.0,53.0
WGC_01808,SikaRep-315,2024-02-24 12:17:00,fine_dark,light_coarse,1334,50.2,True,20.9,71.2
WGC_01135,SikaTop-142,2024-02-24 13:58:00,coarse_white,charcoal,977,47.7,True,28.8,76.4
WGC_00044,SikaGrout-212,2024-02-24 14:02:00,coarse_grey,off-white,1490,44.1,True,29.7,73.8
WGC_00999,SikaTop-152,2024-02-24 14:04:00,fine_white,natural,1228,54.9,True,26.4,81.3
WGC_00559,SikaTop-151,2024-02-24 14:35:00,fine_dark,dark,1255,37.1,True,24.4,61.5
WGC_00103,SikaTop-142,2024-02-24 15:36:00,dark,dark,1368,49.3,True,17.5,66.8
WGC_00003,SikaRep-212,2024-02-24 16:17:00,coarse_grey,concrete,1326,45.6,True,13.7,59.3
WGC_00362,SikaTop-152,2024-02-24 18:00:00,fine_dark,dark_fine,1559,54.1,False,0.0,54.1
WGC_01512,SikaTop-122,2024-02-24 18:55:00,fine_white,white_coarse,1381,43.3,True,22.3,65.6
WGC_01152,SikaTop-141,2024-02-24 19:13:00,dark,dark,1580,46.3,True,28.8,75.0
WGC_01482,SikaRep-221,2024-02-24 20:26:00,fine_dark,dark_fine,1543,54.7,True,25.2,79.9
WGC_01302,SikaTop-132,2024-02-24 21:03:00,coarse_grey,concrete,1539,47.4,True,28.0,75.5
WGC_00978,SikaTop-142,2024-02-24 21:43:00,dark,black,1417,53.9,True,20.8,74.7
WGC_01038,SikaTop-152,2024-02-25 06:10:00,fine_dark,anthracite,1545,54.3,True,21.9,76.1
WGC_01112,SikaTop-122,2024-02-25 06:37:00,fine_white,off-white,1254,41.3,True,26.7,68.0
WGC_00056,SikaTop-132,2024-02-25 08:42:00,coarse_grey,grey,1568,57.2,True,20.6,77.8
WGC_00345,SikaRep-221,2024-02-25 10:19:00,fine_dark,fine_black,1366,49.6,True,16.0,65.7
WGC_00181,SikaTop-152,2024-02-25 11:08:00,fine_dark,dark,1755,47.6,True,27.9,75.5
WGC_01905,SikaTop-152,2024-02-25 11:28:00,coarse_grey,fine_black,1206,42.9,True,22.9,65.8
WGC_00226,SikaTop-151,2024-02-25 11:34:00,fine_dark,charcoal,1886,51.6,True,13.0,64.6
WGC_00472,SikaGrout-212,2024-02-25 12:52:00,fine_white,off-white,1868,47.6,False,0.0,47.6
WGC_00406,SikaTop-142,2024-02-25 13:03:00,dark,dark,1486,52.2,True,14.7,67.0
WGC_00872,SikaTop-132,2024-02-25 13:57:00,coarse_grey,grey,1825,58.2,True,19.2,77.5
WGC_00342,SikaTop-121,2024-02-25 14:26:00,fine_white,off-white,1408,50.2,True,25.2,75.4
WGC_00228,SikaTop-142,2024-02-25 14:40:00,dark,dark,1916,59.2,False,0.0,59.2
WGC_01921,SikaColor-201,2024-02-25 16:02:00,dark,anthracite,1748,57.8,True,29.8,87.7
WGC_00027,SikaGrout-212,2024-02-25 17:27:00,fine_white,white,1526,48.8,True,16.3,65.1
WGC_00086,SikaTop-151,2024-02-25 17:40:00,fine_dark,fine_black,2194,47.6,True,15.7,63.3
WGC_01474,SikaTop-141,2024-02-25 17:42:00,dark,grey,1964,66.7,True,13.9,80.6
WGC_01397,SikaRep-212,2024-02-25 18:18:00,coarse_grey,natural,1522,49.5,True,19.5,69.0
WGC_01108,SikaTop-122,2024-02-25 19:17:00,coarse_white,off-white,1761,50.3,False,0.0,50.3
WGC_01287,SikaTop-121,2024-02-25 21:12:00,coarse_white,cream,1564,55.8,True,16.9,72.7
WGC_00069,SikaTop-132,2024-02-26 08:45:00,coarse_grey,concrete,1233,43.3,True,29.5,72.7
WGC_01617,SikaGrout-214,2024-02-26 09:02:00,coarse_grey,natural,1472,45.3,True,17.9,63.2
WGC_01215,SikaColor-201,2024-02-26 09:55:00,dark,off-white,1039,36.0,True,16.6,52.6
WGC_01527,SikaTop-121,2024-02-26 11:18:00,dark,light,1354,51.7,True,13.9,65.6
WGC_01572,SikaRep-221,2024-02-26 11:32:00,fine_dark,dark_fine,1279,56.1,True,20.1,76.2
WGC_00060,SikaRep-221,2024-02-26 12:32:00,fine_dark,fine_black,1575,52.5,True,22.8,75.3
WGC_01576,SikaColor-201,2024-02-26 13:56:00,dark,charcoal,1614,52.7,True,19.1,71.8
WGC_01725,SikaTop-152,2024-02-26 15:09:00,fine_dark,fine_black,1792,52.4,True,21.4,73.8
WGC_00190,SikaTop-122,2024-02-26 15:50:00,fine_white,white_coarse,1919,47.6,True,21.4,69.1
WGC_00699,SikaRep-315,2024-02-26 17:57:00,coarse_white,white,1757,59.0,True,26.9,85.9
WGC_01987,SikaTop-122,2024-02-26 18:46:00,fine_white,light,1433,44.7,False,0.0,44.7
WGC_00744,SikaTop-132,2024-02-26 18:56:00,coarse_grey,natural,1209,40.2,True,26.1,66.3
WGC_00045,SikaRep-212,2024-02-26 19:35:00,fine_white,gray,1730,46.6,True,25.2,71.8
WGC_00358,SikaTop-151,2024-02-26 20:20:00,fine_white,dark_fine,1125,53.5,True,27.3,80.8
WGC_01634,SikaTop-152,2024-02-26 21:44:00,fine_dark,black_fine,1183,47.5,True,15.8,63.3
WGC_00939,SikaTop-122,2024-02-26 22:42:00,fine_white,dark_fine,1576,48.9,True,18.2,67.1
WGC_00906,SikaColor-201,2024-02-27 08:13:00,dark,anthracite,1562,51.0,False,0.0,51.0
WGC_01392,SikaRep-212,2024-02-27 09:02:00,coarse_grey,natural,1461,51.3,True,23.2,74.6
WGC_00023,SikaTop-152,2024-02-27 09:15:00,fine_dark,fine_black,1744,59.2,True,27.7,87.0
WGC_00731,SikaTop-162,2024-02-27 10:13:00,coarse_white,coarse_light,1391,50.3,True,25.9,76.2
WGC_00593,SikaGrout-315,2024-02-27 11:11:00,coarse_white,coarse_light,1574,51.2,True,21.2,72.4
WGC_00897,SikaTop-132,2024-02-27 11:34:00,coarse_grey,natural,1548,53.0,True,23.4,76.4
WGC_00558,SikaTop-132,2024-02-27 11:43:00,coarse_grey,grey,1364,44.5,False,0.0,44.5
WGC_00235,SikaGrout-214,2024-02-27 11:57:00,coarse_grey,concrete,1978,52.2,True,28.7,80.9
WGC_01214,SikaGrout-315,2024-02-27 12:11:00,coarse_white,coarse_light,1416,40.0,True,22.4,62.4
WGC_01196,SikaTop-142,2024-02-27 12:17:00,dark,charcoal,1288,44.3,False,0.0,44.3
WGC_00251,SikaTop-122,2024-02-27 13:09:00,dark,cream,1424,56.8,True,20.5,77.2
WGC_00425,SikaColor-201,2024-02-27 14:14:00,coarse_grey,white,1692,46.2,True,17.9,64.1
WGC_00375,SikaTop-141,2024-02-27 14:22:00,dark,cream,1419,48.8,True,11.6,60.3
WGC_01849,SikaRep-212,2024-02-27 15:34:00,coarse_grey,gray,728,40.7,True,29.7,70.5
WGC_00584,SikaColor-201,2024-02-27 16:39:00,dark,black,1998,52.7,False,0.0,52.7
WGC_01186,SikaRep-315,2024-02-27 18:32:00,coarse_white,white_coarse,1388,46.3,True,27.4,73.7
WGC_00227,SikaColor-201,2024-02-27 19:10:00,dark,dark,1727,47.7,True,24.4,72.1
WGC_01700,SikaColor-201,2024-02-27 20:01:00,dark,charcoal,1239,45.7,True,12.6,58.3
WGC_00742,SikaGrout-315,2024-02-27 20:52:00,coarse_white,coarse_light,2087,54.7,True,24.5,79.1
WGC_00720,SikaTop-122,2024-02-27 21:01:00,fine_white,light,2020,66.4,True,25.2,91.6
WGC_00568,SikaRep-315,2024-02-27 21:02:00,coarse_white,white,1835,50.1,True,24.2,74.3
WGC_00351,SikaTop-151,2024-02-27 21:37:00,fine_dark,black_fine,1066,34.7,False,0.0,34.7
WGC_01447,SikaColor-201,2024-02-27 22:12:00,dark,dark,1244,40.1,False,0.0,40.1
WGC_00726,SikaRep-212,2024-02-28 06:02:00,coarse_grey,concrete,741,41.0,True,29.9,70.9
WGC_00687,SikaTop-162,2024-02-28 06:49:00,coarse_white,coarse_light,1543,47.4,True,23.7,71.1
WGC_00474,SikaTop-142,2024-02-28 06:50:00,dark,anthracite,1529,46.9,False,0.0,46.9
WGC_01446,SikaTop-142,2024-02-28 10:54:00,dark,black,1451,50.6,True,15.7,66.3
WGC_00849,SikaTop-141,2024-02-28 11:53:00,dark,dark,1443,54.0,True,25.6,79.6
WGC_01133,SikaTop-132,2024-02-28 13:23:00,coarse_grey,natural,1545,47.0,True,24.8,71.8
WGC_01964,SikaTop-122,2024-02-28 14:12:00,fine_white,light,1488,41.1,True,11.7,52.8
WGC_01799,SikaTop-151,2024-02-28 14:34:00,fine_dark,dark,1717,52.7,True,23.3,76.0
WGC_00898,SikaTop-151,2024-02-28 16:09:00,coarse_white,dark,1144,49.0,True,18.4,67.4
WGC_01372,SikaTop-151,2024-02-28 16:10:00,fine_dark,dark,1738,56.3,True,16.3,72.6
WGC_00077,SikaTop-141,2024-02-28 16:21:00,dark,anthracite,1552,52.4,True,21.4,73.8
WGC_01395,SikaTop-152,2024-02-28 19:26:00,fine_dark,black_fine,1809,57.4,True,23.6,81.0
WGC_00662,SikaRep-315,2024-02-28 19:33:00,coarse_white,white,1521,56.0,False,0.0,56.0
